station,hour,type,trips
Damen Ave & Cullerton St,8,fromtrips,0.1
Damen Ave & Cullerton St,8,totrips,0.0
Damen Ave & Cullerton St,9,fromtrips,0.1
Damen Ave & Cullerton St,9,totrips,0.1
Damen Ave & Cullerton St,10,fromtrips,0.1
Damen Ave & Cullerton St,10,totrips,0.0
Damen Ave & Cullerton St,11,fromtrips,0.1
Damen Ave & Cullerton St,11,totrips,0.1
Damen Ave & Cullerton St,12,fromtrips,0.1
Damen Ave & Cullerton St,12,totrips,0.1
Damen Ave & Cullerton St,13,fromtrips,0.2
Damen Ave & Cullerton St,13,totrips,0.1
Damen Ave & Cullerton St,14,fromtrips,0.1
Damen Ave & Cullerton St,14,totrips,0.1
Damen Ave & Cullerton St,15,fromtrips,0.1
Damen Ave & Cullerton St,15,totrips,0.1
Damen Ave & Cullerton St,16,fromtrips,0.1
Damen Ave & Cullerton St,16,totrips,0.2
Damen Ave & Cullerton St,17,fromtrips,0.2
Damen Ave & Cullerton St,17,totrips,0.2
Damen Ave & Cullerton St,18,fromtrips,0.3
Damen Ave & Cullerton St,18,totrips,0.1
Damen Ave & Cullerton St,19,fromtrips,0.1
Damen Ave & Cullerton St,19,totrips,0.2
Damen Ave & Cullerton St,20,fromtrips,0.1
Damen Ave & Cullerton St,20,totrips,0.1
Damen Ave & Cullerton St,21,fromtrips,0.0
Damen Ave & Cullerton St,21,totrips,0.1
Damen Ave & Cullerton St,22,fromtrips,0.1
Damen Ave & Cullerton St,22,totrips,0.1
Damen Ave & Cullerton St,23,fromtrips,0.0
Damen Ave & Cullerton St,23,totrips,0.1
Damen Ave & Division St,0,fromtrips,0.5
Damen Ave & Division St,0,totrips,0.4
Damen Ave & Division St,1,fromtrips,0.5
Damen Ave & Division St,1,totrips,0.2
Damen Ave & Division St,2,fromtrips,0.2
Damen Ave & Division St,2,totrips,0.1
Damen Ave & Division St,3,fromtrips,0.0
Damen Ave & Division St,3,totrips,0.1
Damen Ave & Division St,4,fromtrips,0.0
Damen Ave & Division St,4,totrips,0.0
Damen Ave & Division St,5,fromtrips,0.2
Damen Ave & Division St,5,totrips,0.0
Damen Ave & Division St,6,fromtrips,0.4
Damen Ave & Division St,6,totrips,0.1
Damen Ave & Division St,7,fromtrips,1.2
Damen Ave & Division St,7,totrips,0.3
Damen Ave & Division St,8,fromtrips,1.3
Damen Ave & Division St,8,totrips,0.3
Damen Ave & Division St,9,fromtrips,0.8
Damen Ave & Division St,9,totrips,0.3
Damen Ave & Division St,10,fromtrips,0.6
Damen Ave & Division St,10,totrips,0.5
Damen Ave & Division St,11,fromtrips,0.7
Damen Ave & Division St,11,totrips,0.7
Damen Ave & Division St,12,fromtrips,0.9
Damen Ave & Division St,12,totrips,0.9
Damen Ave & Division St,13,fromtrips,0.9
Damen Ave & Division St,13,totrips,0.8
Damen Ave & Division St,14,fromtrips,0.8
Damen Ave & Division St,14,totrips,0.9
Damen Ave & Division St,15,fromtrips,1.1
Damen Ave & Division St,15,totrips,0.9
Damen Ave & Division St,16,fromtrips,0.9
Damen Ave & Division St,16,totrips,1.1
Damen Ave & Division St,17,fromtrips,1.1
Damen Ave & Division St,17,totrips,1.9
Damen Ave & Division St,18,fromtrips,1.1
Damen Ave & Division St,18,totrips,2.0
Damen Ave & Division St,19,fromtrips,0.9
Damen Ave & Division St,19,totrips,1.4
Damen Ave & Division St,20,fromtrips,0.8
Damen Ave & Division St,20,totrips,1.0
Damen Ave & Division St,21,fromtrips,0.8
Damen Ave & Division St,21,totrips,1.0
Damen Ave & Division St,22,fromtrips,0.8
Damen Ave & Division St,22,totrips,0.8
Damen Ave & Division St,23,fromtrips,0.7
Damen Ave & Division St,23,totrips,0.6
Damen Ave & Grand Ave,0,fromtrips,0.1
Damen Ave & Grand Ave,0,totrips,0.1
Damen Ave & Grand Ave,1,fromtrips,0.0
Damen Ave & Grand Ave,1,totrips,0.1
Damen Ave & Grand Ave,2,fromtrips,0.0
Damen Ave & Grand Ave,2,totrips,0.0
Damen Ave & Grand Ave,3,fromtrips,0.0
Damen Ave & Grand Ave,3,totrips,0.0
Damen Ave & Grand Ave,4,fromtrips,0.0
Damen Ave & Grand Ave,4,totrips,0.0
Damen Ave & Grand Ave,5,fromtrips,0.2
Damen Ave & Grand Ave,5,totrips,0.0
Damen Ave & Grand Ave,6,fromtrips,0.2
Damen Ave & Grand Ave,6,totrips,0.0
Damen Ave & Grand Ave,7,fromtrips,0.4
Damen Ave & Grand Ave,7,totrips,0.2
Damen Ave & Grand Ave,8,fromtrips,1.2
Damen Ave & Grand Ave,8,totrips,0.3
Damen Ave & Grand Ave,9,fromtrips,0.4
Damen Ave & Grand Ave,9,totrips,0.2
Damen Ave & Grand Ave,10,fromtrips,0.3
Damen Ave & Grand Ave,10,totrips,0.2
Damen Ave & Grand Ave,11,fromtrips,0.3
Damen Ave & Grand Ave,11,totrips,0.3
Damen Ave & Grand Ave,12,fromtrips,0.4
Damen Ave & Grand Ave,12,totrips,0.3
Damen Ave & Grand Ave,13,fromtrips,0.3
Damen Ave & Grand Ave,13,totrips,0.3
Damen Ave & Grand Ave,14,fromtrips,0.3
Damen Ave & Grand Ave,14,totrips,0.3
Damen Ave & Grand Ave,15,fromtrips,0.5
Damen Ave & Grand Ave,15,totrips,0.4
Damen Ave & Grand Ave,16,fromtrips,0.3
Damen Ave & Grand Ave,16,totrips,0.6
Damen Ave & Grand Ave,17,fromtrips,0.4
Damen Ave & Grand Ave,17,totrips,1.1
Damen Ave & Grand Ave,18,fromtrips,0.4
Damen Ave & Grand Ave,18,totrips,0.8
Damen Ave & Grand Ave,19,fromtrips,0.4
Damen Ave & Grand Ave,19,totrips,0.4
Damen Ave & Grand Ave,20,fromtrips,0.3
Damen Ave & Grand Ave,20,totrips,0.4
Damen Ave & Grand Ave,21,fromtrips,0.2
Damen Ave & Grand Ave,21,totrips,0.2
Damen Ave & Grand Ave,22,fromtrips,0.2
Damen Ave & Grand Ave,22,totrips,0.2
Damen Ave & Grand Ave,23,fromtrips,0.1
Damen Ave & Grand Ave,23,totrips,0.1
Damen Ave & Leland Ave,0,fromtrips,0.0
Damen Ave & Leland Ave,0,totrips,0.2
Damen Ave & Leland Ave,1,fromtrips,0.1
Damen Ave & Leland Ave,1,totrips,0.1
Damen Ave & Leland Ave,2,fromtrips,0.0
Damen Ave & Leland Ave,2,totrips,0.0
Damen Ave & Leland Ave,3,fromtrips,0.0
Damen Ave & Leland Ave,3,totrips,0.0
Damen Ave & Leland Ave,4,fromtrips,0.1
Damen Ave & Leland Ave,4,totrips,0.0
Damen Ave & Leland Ave,5,fromtrips,0.1
Damen Ave & Leland Ave,5,totrips,0.0
Damen Ave & Leland Ave,6,fromtrips,0.1
Damen Ave & Leland Ave,6,totrips,0.0
Damen Ave & Leland Ave,7,fromtrips,0.1
Damen Ave & Leland Ave,7,totrips,0.1
Damen Ave & Leland Ave,8,fromtrips,0.3
Damen Ave & Leland Ave,8,totrips,0.3
Damen Ave & Leland Ave,9,fromtrips,0.3
Damen Ave & Leland Ave,9,totrips,0.2
Damen Ave & Leland Ave,10,fromtrips,0.2
Damen Ave & Leland Ave,10,totrips,0.2
Damen Ave & Leland Ave,11,fromtrips,0.4
Damen Ave & Leland Ave,11,totrips,0.2
Damen Ave & Leland Ave,12,fromtrips,0.4
Damen Ave & Leland Ave,12,totrips,0.4
Damen Ave & Leland Ave,13,fromtrips,0.4
Damen Ave & Leland Ave,13,totrips,0.3
Damen Ave & Leland Ave,14,fromtrips,0.3
Damen Ave & Leland Ave,14,totrips,0.4
Damen Ave & Leland Ave,15,fromtrips,0.3
Damen Ave & Leland Ave,15,totrips,0.3
Damen Ave & Leland Ave,16,fromtrips,0.4
Damen Ave & Leland Ave,16,totrips,0.3
Damen Ave & Leland Ave,17,fromtrips,0.5
Damen Ave & Leland Ave,17,totrips,0.6
Damen Ave & Leland Ave,18,fromtrips,0.6
Damen Ave & Leland Ave,18,totrips,0.5
Damen Ave & Leland Ave,19,fromtrips,0.4
Damen Ave & Leland Ave,19,totrips,0.5
Damen Ave & Leland Ave,20,fromtrips,0.2
Damen Ave & Leland Ave,20,totrips,0.3
Damen Ave & Leland Ave,21,fromtrips,0.2
Damen Ave & Leland Ave,21,totrips,0.2
Damen Ave & Leland Ave,22,fromtrips,0.1
Damen Ave & Leland Ave,22,totrips,0.1
Damen Ave & Leland Ave,23,fromtrips,0.1
Damen Ave & Leland Ave,23,totrips,0.2
Damen Ave & Madison St,0,fromtrips,0.0
Damen Ave & Madison St,0,totrips,0.0
Damen Ave & Madison St,1,fromtrips,0.0
Damen Ave & Madison St,1,totrips,0.0
Damen Ave & Madison St,2,fromtrips,0.0
Damen Ave & Madison St,2,totrips,0.0
Damen Ave & Madison St,5,fromtrips,0.0
Damen Ave & Madison St,5,totrips,0.0
Damen Ave & Madison St,6,fromtrips,0.0
Damen Ave & Madison St,6,totrips,0.0
Damen Ave & Madison St,7,fromtrips,0.0
Damen Ave & Madison St,7,totrips,0.0
Damen Ave & Madison St,8,fromtrips,0.2
Damen Ave & Madison St,8,totrips,0.1
Damen Ave & Madison St,9,fromtrips,0.1
Damen Ave & Madison St,9,totrips,0.1
Damen Ave & Madison St,10,fromtrips,0.1
Damen Ave & Madison St,10,totrips,0.2
Damen Ave & Madison St,11,fromtrips,0.3
Damen Ave & Madison St,11,totrips,0.2
Damen Ave & Madison St,12,fromtrips,0.2
Damen Ave & Madison St,12,totrips,0.2
Damen Ave & Madison St,13,fromtrips,0.2
Damen Ave & Madison St,13,totrips,0.1
Damen Ave & Madison St,14,fromtrips,0.3
Damen Ave & Madison St,14,totrips,0.2
Damen Ave & Madison St,15,fromtrips,0.2
Damen Ave & Madison St,15,totrips,0.1
Damen Ave & Madison St,16,fromtrips,0.1
Damen Ave & Madison St,16,totrips,0.2
Damen Ave & Madison St,17,fromtrips,0.2
Damen Ave & Madison St,17,totrips,0.6
Damen Ave & Madison St,18,fromtrips,0.1
Damen Ave & Madison St,18,totrips,0.5
Damen Ave & Madison St,19,fromtrips,0.2
Damen Ave & Madison St,19,totrips,0.1
Damen Ave & Madison St,20,fromtrips,0.2
Damen Ave & Madison St,20,totrips,0.1
Damen Ave & Madison St,21,fromtrips,0.8
Damen Ave & Madison St,21,totrips,0.1
Damen Ave & Madison St,22,fromtrips,0.2
Damen Ave & Madison St,22,totrips,0.1
Damen Ave & Madison St,23,fromtrips,0.1
Damen Ave & Madison St,23,totrips,0.1
Damen Ave & Melrose Ave,0,fromtrips,0.1
Damen Ave & Melrose Ave,0,totrips,0.1
Damen Ave & Melrose Ave,1,fromtrips,0.1
Damen Ave & Melrose Ave,1,totrips,0.1
Damen Ave & Melrose Ave,2,fromtrips,0.0
Damen Ave & Melrose Ave,2,totrips,0.0
Damen Ave & Melrose Ave,3,fromtrips,0.0
Damen Ave & Melrose Ave,3,totrips,0.0
Damen Ave & Melrose Ave,4,fromtrips,0.0
Damen Ave & Melrose Ave,4,totrips,0.0
Damen Ave & Melrose Ave,5,fromtrips,0.0
Damen Ave & Melrose Ave,5,totrips,0.0
Damen Ave & Melrose Ave,6,fromtrips,0.2
Damen Ave & Melrose Ave,6,totrips,0.0
Damen Ave & Melrose Ave,7,fromtrips,0.4
Damen Ave & Melrose Ave,7,totrips,0.1
Damen Ave & Melrose Ave,8,fromtrips,0.5
Damen Ave & Melrose Ave,8,totrips,0.1
Damen Ave & Melrose Ave,9,fromtrips,0.1
Damen Ave & Melrose Ave,9,totrips,0.1
Damen Ave & Melrose Ave,10,fromtrips,0.2
Damen Ave & Melrose Ave,10,totrips,0.1
Damen Ave & Melrose Ave,11,fromtrips,0.3
Damen Ave & Melrose Ave,11,totrips,0.2
Damen Ave & Melrose Ave,12,fromtrips,0.3
Damen Ave & Melrose Ave,12,totrips,0.2
Damen Ave & Melrose Ave,13,fromtrips,0.3
Damen Ave & Melrose Ave,13,totrips,0.2
Damen Ave & Melrose Ave,14,fromtrips,0.4
Damen Ave & Melrose Ave,14,totrips,0.3
Damen Ave & Melrose Ave,15,fromtrips,0.2
Damen Ave & Melrose Ave,15,totrips,0.3
Damen Ave & Melrose Ave,16,fromtrips,0.3
Damen Ave & Melrose Ave,16,totrips,0.6
Damen Ave & Melrose Ave,17,fromtrips,0.2
Damen Ave & Melrose Ave,17,totrips,0.8
Damen Ave & Melrose Ave,18,fromtrips,0.3
Damen Ave & Melrose Ave,18,totrips,0.6
Damen Ave & Melrose Ave,19,fromtrips,0.2
Damen Ave & Melrose Ave,19,totrips,0.3
Damen Ave & Melrose Ave,20,fromtrips,0.2
Damen Ave & Melrose Ave,20,totrips,0.1
Damen Ave & Melrose Ave,21,fromtrips,0.2
Damen Ave & Melrose Ave,21,totrips,0.2
Damen Ave & Melrose Ave,22,fromtrips,0.2
Damen Ave & Melrose Ave,22,totrips,0.2
Damen Ave & Melrose Ave,23,fromtrips,0.2
Damen Ave & Melrose Ave,23,totrips,0.2
Damen Ave & Pierce Ave,0,fromtrips,0.7
Damen Ave & Pierce Ave,0,totrips,0.5
Damen Ave & Pierce Ave,1,fromtrips,0.3
Damen Ave & Pierce Ave,1,totrips,0.4
Damen Ave & Pierce Ave,2,fromtrips,0.3
Damen Ave & Pierce Ave,2,totrips,0.2
Damen Ave & Pierce Ave,3,fromtrips,0.2
Damen Ave & Pierce Ave,3,totrips,0.1
Damen Ave & Pierce Ave,4,fromtrips,0.1
Damen Ave & Pierce Ave,4,totrips,0.1
Damen Ave & Pierce Ave,5,fromtrips,0.1
Damen Ave & Pierce Ave,5,totrips,0.1
Damen Ave & Pierce Ave,6,fromtrips,0.2
Damen Ave & Pierce Ave,6,totrips,0.3
Damen Ave & Pierce Ave,7,fromtrips,0.9
Damen Ave & Pierce Ave,7,totrips,1.2
Damen Ave & Pierce Ave,8,fromtrips,1.4
Damen Ave & Pierce Ave,8,totrips,1.9
Damen Ave & Pierce Ave,9,fromtrips,0.8
Damen Ave & Pierce Ave,9,totrips,1.1
Damen Ave & Pierce Ave,10,fromtrips,1.1
Damen Ave & Pierce Ave,10,totrips,1.2
Damen Ave & Pierce Ave,11,fromtrips,1.2
Damen Ave & Pierce Ave,11,totrips,1.6
Damen Ave & Pierce Ave,12,fromtrips,1.6
Damen Ave & Pierce Ave,12,totrips,2.1
Damen Ave & Pierce Ave,13,fromtrips,2.0
Damen Ave & Pierce Ave,13,totrips,2.1
Damen Ave & Pierce Ave,14,fromtrips,1.8
Damen Ave & Pierce Ave,14,totrips,1.9
Damen Ave & Pierce Ave,15,fromtrips,1.8
Damen Ave & Pierce Ave,15,totrips,2.1
Damen Ave & Pierce Ave,16,fromtrips,2.1
Damen Ave & Pierce Ave,16,totrips,2.2
Damen Ave & Pierce Ave,17,fromtrips,2.8
Damen Ave & Pierce Ave,17,totrips,3.2
Damen Ave & Pierce Ave,18,fromtrips,2.3
Damen Ave & Pierce Ave,18,totrips,3.1
Damen Ave & Pierce Ave,19,fromtrips,2.1
Damen Ave & Pierce Ave,19,totrips,2.6
Damen Ave & Pierce Ave,20,fromtrips,1.4
Damen Ave & Pierce Ave,20,totrips,1.5
Damen Ave & Pierce Ave,21,fromtrips,1.3
Damen Ave & Pierce Ave,21,totrips,1.2
Damen Ave & Pierce Ave,22,fromtrips,1.3
Damen Ave & Pierce Ave,22,totrips,1.2
Damen Ave & Pierce Ave,23,fromtrips,0.9
Damen Ave & Pierce Ave,23,totrips,0.7
Damen Ave & Sunnyside Ave,0,fromtrips,0.0
Damen Ave & Sunnyside Ave,0,totrips,0.0
Damen Ave & Sunnyside Ave,1,fromtrips,0.0
Damen Ave & Sunnyside Ave,1,totrips,0.0
Damen Ave & Sunnyside Ave,2,fromtrips,0.0
Damen Ave & Sunnyside Ave,2,totrips,0.0
Damen Ave & Sunnyside Ave,3,fromtrips,0.0
Damen Ave & Sunnyside Ave,3,totrips,0.0
Damen Ave & Sunnyside Ave,4,fromtrips,0.0
Damen Ave & Sunnyside Ave,4,totrips,0.0
Damen Ave & Sunnyside Ave,5,fromtrips,0.0
Damen Ave & Sunnyside Ave,5,totrips,0.0
Damen Ave & Sunnyside Ave,6,fromtrips,0.0
Damen Ave & Sunnyside Ave,6,totrips,0.0
Damen Ave & Sunnyside Ave,7,fromtrips,0.0
Damen Ave & Sunnyside Ave,7,totrips,0.0
Damen Ave & Sunnyside Ave,8,fromtrips,0.1
Damen Ave & Sunnyside Ave,8,totrips,0.0
Damen Ave & Sunnyside Ave,9,fromtrips,0.1
Damen Ave & Sunnyside Ave,9,totrips,0.0
Damen Ave & Sunnyside Ave,10,fromtrips,0.1
Damen Ave & Sunnyside Ave,10,totrips,0.0
Damen Ave & Sunnyside Ave,11,fromtrips,0.1
Damen Ave & Sunnyside Ave,11,totrips,0.1
Damen Ave & Sunnyside Ave,12,fromtrips,0.1
Damen Ave & Sunnyside Ave,12,totrips,0.1
Damen Ave & Sunnyside Ave,13,fromtrips,0.1
Damen Ave & Sunnyside Ave,13,totrips,0.1
Damen Ave & Sunnyside Ave,14,fromtrips,0.1
Damen Ave & Sunnyside Ave,14,totrips,0.1
Damen Ave & Sunnyside Ave,15,fromtrips,0.1
Damen Ave & Sunnyside Ave,15,totrips,0.1
Damen Ave & Sunnyside Ave,16,fromtrips,0.1
Damen Ave & Sunnyside Ave,16,totrips,0.1
Damen Ave & Sunnyside Ave,17,fromtrips,0.1
Damen Ave & Sunnyside Ave,17,totrips,0.1
Damen Ave & Sunnyside Ave,18,fromtrips,0.1
Damen Ave & Sunnyside Ave,18,totrips,0.2
Damen Ave & Sunnyside Ave,19,fromtrips,0.1
Damen Ave & Sunnyside Ave,19,totrips,0.1
Damen Ave & Sunnyside Ave,20,fromtrips,0.1
Damen Ave & Sunnyside Ave,20,totrips,0.1
Damen Ave & Sunnyside Ave,21,fromtrips,0.1
Damen Ave & Sunnyside Ave,21,totrips,0.1
Damen Ave & Sunnyside Ave,22,fromtrips,0.1
Damen Ave & Sunnyside Ave,22,totrips,0.1
Damen Ave & Sunnyside Ave,23,fromtrips,0.0
Damen Ave & Sunnyside Ave,23,totrips,0.1
Damen Ave & Wellington Ave,0,fromtrips,0.1
Damen Ave & Wellington Ave,0,totrips,0.1
Damen Ave & Wellington Ave,1,fromtrips,0.0
Damen Ave & Wellington Ave,1,totrips,0.1
Damen Ave & Wellington Ave,2,fromtrips,0.1
Damen Ave & Wellington Ave,2,totrips,0.1
Damen Ave & Wellington Ave,3,fromtrips,0.0
Damen Ave & Wellington Ave,3,totrips,0.0
Damen Ave & Wellington Ave,4,fromtrips,0.0
Damen Ave & Wellington Ave,4,totrips,0.0
Damen Ave & Wellington Ave,5,fromtrips,0.0
Damen Ave & Wellington Ave,5,totrips,0.0
Damen Ave & Wellington Ave,6,fromtrips,0.3
Damen Ave & Wellington Ave,6,totrips,0.0
Damen Ave & Wellington Ave,7,fromtrips,0.5
Damen Ave & Wellington Ave,7,totrips,0.1
Damen Ave & Wellington Ave,8,fromtrips,0.4
Damen Ave & Wellington Ave,8,totrips,0.2
Damen Ave & Wellington Ave,9,fromtrips,0.2
Damen Ave & Wellington Ave,9,totrips,0.2
Damen Ave & Wellington Ave,10,fromtrips,0.2
Damen Ave & Wellington Ave,10,totrips,0.2
Damen Ave & Wellington Ave,11,fromtrips,0.3
Damen Ave & Wellington Ave,11,totrips,0.2
Damen Ave & Wellington Ave,12,fromtrips,0.3
Damen Ave & Wellington Ave,12,totrips,0.2
Damen Ave & Wellington Ave,13,fromtrips,0.3
Damen Ave & Wellington Ave,13,totrips,0.4
Damen Ave & Wellington Ave,14,fromtrips,0.4
Damen Ave & Wellington Ave,14,totrips,0.4
Damen Ave & Wellington Ave,15,fromtrips,0.5
Damen Ave & Wellington Ave,15,totrips,0.5
Damen Ave & Wellington Ave,16,fromtrips,0.4
Damen Ave & Wellington Ave,16,totrips,0.6
Damen Ave & Wellington Ave,17,fromtrips,0.6
Damen Ave & Wellington Ave,17,totrips,1.3
Damen Ave & Wellington Ave,18,fromtrips,0.6
Damen Ave & Wellington Ave,18,totrips,1.0
Damen Ave & Wellington Ave,19,fromtrips,0.5
Damen Ave & Wellington Ave,19,totrips,0.6
Damen Ave & Wellington Ave,20,fromtrips,0.3
Damen Ave & Wellington Ave,20,totrips,0.3
Damen Ave & Wellington Ave,21,fromtrips,0.2
Damen Ave & Wellington Ave,21,totrips,0.4
Damen Ave & Wellington Ave,22,fromtrips,0.2
Damen Ave & Wellington Ave,22,totrips,0.3
Damen Ave & Wellington Ave,23,fromtrips,0.2
Damen Ave & Wellington Ave,23,totrips,0.1
Dayton St & North Ave,0,fromtrips,0.3
Dayton St & North Ave,0,totrips,0.1
Dayton St & North Ave,1,fromtrips,0.1
Dayton St & North Ave,1,totrips,0.1
Dayton St & North Ave,2,fromtrips,0.0
Dayton St & North Ave,2,totrips,0.1
Dayton St & North Ave,3,fromtrips,0.1
Dayton St & North Ave,3,totrips,0.1
Dayton St & North Ave,4,fromtrips,0.0
Dayton St & North Ave,4,totrips,0.0
Dayton St & North Ave,5,fromtrips,0.0
Dayton St & North Ave,5,totrips,0.1
Dayton St & North Ave,6,fromtrips,0.2
Dayton St & North Ave,6,totrips,0.4
Dayton St & North Ave,7,fromtrips,0.8
Dayton St & North Ave,7,totrips,1.1
Dayton St & North Ave,8,fromtrips,1.0
Dayton St & North Ave,8,totrips,0.9
Dayton St & North Ave,9,fromtrips,0.7
Dayton St & North Ave,9,totrips,0.9
Dayton St & North Ave,10,fromtrips,0.8
Dayton St & North Ave,10,totrips,1.1
Dayton St & North Ave,11,fromtrips,1.3
Dayton St & North Ave,11,totrips,1.5
Dayton St & North Ave,12,fromtrips,1.4
Dayton St & North Ave,12,totrips,1.8
Dayton St & North Ave,13,fromtrips,1.4
Dayton St & North Ave,13,totrips,1.8
Dayton St & North Ave,14,fromtrips,1.5
Dayton St & North Ave,14,totrips,1.6
Dayton St & North Ave,15,fromtrips,1.8
Dayton St & North Ave,15,totrips,1.7
Dayton St & North Ave,16,fromtrips,2.0
Dayton St & North Ave,16,totrips,2.2
Dayton St & North Ave,17,fromtrips,1.9
Dayton St & North Ave,17,totrips,2.4
Dayton St & North Ave,18,fromtrips,1.8
Dayton St & North Ave,18,totrips,1.9
Dayton St & North Ave,19,fromtrips,1.6
Dayton St & North Ave,19,totrips,1.2
Dayton St & North Ave,20,fromtrips,1.2
Dayton St & North Ave,20,totrips,0.6
Dayton St & North Ave,21,fromtrips,0.8
Dayton St & North Ave,21,totrips,0.6
Dayton St & North Ave,22,fromtrips,0.6
Dayton St & North Ave,22,totrips,0.3
Dayton St & North Ave,23,fromtrips,0.4
Dayton St & North Ave,23,totrips,0.2
Dearborn Pkwy & Delaware Pl,0,fromtrips,0.3
Dearborn Pkwy & Delaware Pl,0,totrips,0.3
Dearborn Pkwy & Delaware Pl,1,fromtrips,0.1
Dearborn Pkwy & Delaware Pl,1,totrips,0.1
Dearborn Pkwy & Delaware Pl,2,fromtrips,0.1
Dearborn Pkwy & Delaware Pl,2,totrips,0.1
Dearborn Pkwy & Delaware Pl,3,fromtrips,0.1
Dearborn Pkwy & Delaware Pl,3,totrips,0.1
Dearborn Pkwy & Delaware Pl,4,fromtrips,0.0
Dearborn Pkwy & Delaware Pl,4,totrips,0.1
Dearborn Pkwy & Delaware Pl,5,fromtrips,0.2
Dearborn Pkwy & Delaware Pl,5,totrips,0.0
Dearborn Pkwy & Delaware Pl,6,fromtrips,0.6
Dearborn Pkwy & Delaware Pl,6,totrips,0.2
Dearborn Pkwy & Delaware Pl,7,fromtrips,2.3
Dearborn Pkwy & Delaware Pl,7,totrips,1.3
Dearborn Pkwy & Delaware Pl,8,fromtrips,2.3
Dearborn Pkwy & Delaware Pl,8,totrips,1.1
Dearborn Pkwy & Delaware Pl,9,fromtrips,1.4
Dearborn Pkwy & Delaware Pl,9,totrips,1.1
Dearborn Pkwy & Delaware Pl,10,fromtrips,1.1
Dearborn Pkwy & Delaware Pl,10,totrips,1.5
Dearborn Pkwy & Delaware Pl,11,fromtrips,1.6
Dearborn Pkwy & Delaware Pl,11,totrips,1.6
Dearborn Pkwy & Delaware Pl,12,fromtrips,1.5
Dearborn Pkwy & Delaware Pl,12,totrips,1.9
Dearborn Pkwy & Delaware Pl,13,fromtrips,1.4
Dearborn Pkwy & Delaware Pl,13,totrips,1.7
Dearborn Pkwy & Delaware Pl,14,fromtrips,1.5
Dearborn Pkwy & Delaware Pl,14,totrips,1.7
Dearborn Pkwy & Delaware Pl,15,fromtrips,1.8
Dearborn Pkwy & Delaware Pl,15,totrips,2.2
Dearborn Pkwy & Delaware Pl,16,fromtrips,2.1
Dearborn Pkwy & Delaware Pl,16,totrips,2.7
Dearborn Pkwy & Delaware Pl,17,fromtrips,2.5
Dearborn Pkwy & Delaware Pl,17,totrips,3.9
Dearborn Pkwy & Delaware Pl,18,fromtrips,1.6
Dearborn Pkwy & Delaware Pl,18,totrips,2.4
Dearborn Pkwy & Delaware Pl,19,fromtrips,1.4
Dearborn Pkwy & Delaware Pl,19,totrips,1.3
Dearborn Pkwy & Delaware Pl,20,fromtrips,1.0
Dearborn Pkwy & Delaware Pl,20,totrips,1.2
Dearborn Pkwy & Delaware Pl,21,fromtrips,0.8
Dearborn Pkwy & Delaware Pl,21,totrips,0.8
Dearborn Pkwy & Delaware Pl,22,fromtrips,0.5
Dearborn Pkwy & Delaware Pl,22,totrips,0.8
Dearborn Pkwy & Delaware Pl,23,fromtrips,0.4
Dearborn Pkwy & Delaware Pl,23,totrips,0.4
Dearborn St & Adams St,0,fromtrips,0.2
Dearborn St & Adams St,0,totrips,0.2
Dearborn St & Adams St,1,fromtrips,0.1
Dearborn St & Adams St,1,totrips,0.1
Dearborn St & Adams St,2,fromtrips,0.1
Dearborn St & Adams St,2,totrips,0.1
Dearborn St & Adams St,3,fromtrips,0.1
Dearborn St & Adams St,3,totrips,0.1
Dearborn St & Adams St,4,fromtrips,0.1
Dearborn St & Adams St,4,totrips,0.1
Dearborn St & Adams St,5,fromtrips,0.1
Dearborn St & Adams St,5,totrips,0.3
Dearborn St & Adams St,6,fromtrips,0.2
Dearborn St & Adams St,6,totrips,1.5
Dearborn St & Adams St,7,fromtrips,0.6
Dearborn St & Adams St,7,totrips,4.7
Dearborn St & Adams St,8,fromtrips,1.4
Dearborn St & Adams St,8,totrips,6.1
Dearborn St & Adams St,9,fromtrips,1.4
Dearborn St & Adams St,9,totrips,2.7
Dearborn St & Adams St,10,fromtrips,1.9
Dearborn St & Adams St,10,totrips,1.8
Dearborn St & Adams St,11,fromtrips,2.4
Dearborn St & Adams St,11,totrips,2.3
Dearborn St & Adams St,12,fromtrips,3.2
Dearborn St & Adams St,12,totrips,2.7
Dearborn St & Adams St,13,fromtrips,3.3
Dearborn St & Adams St,13,totrips,2.8
Dearborn St & Adams St,14,fromtrips,2.6
Dearborn St & Adams St,14,totrips,2.3
Dearborn St & Adams St,15,fromtrips,3.2
Dearborn St & Adams St,15,totrips,2.0
Dearborn St & Adams St,16,fromtrips,5.6
Dearborn St & Adams St,16,totrips,1.9
Dearborn St & Adams St,17,fromtrips,7.9
Dearborn St & Adams St,17,totrips,1.8
Dearborn St & Adams St,18,fromtrips,3.6
Dearborn St & Adams St,18,totrips,1.4
Dearborn St & Adams St,19,fromtrips,2.1
Dearborn St & Adams St,19,totrips,1.1
Dearborn St & Adams St,20,fromtrips,1.4
Dearborn St & Adams St,20,totrips,0.8
Dearborn St & Adams St,21,fromtrips,0.8
Dearborn St & Adams St,21,totrips,0.6
Dearborn St & Adams St,22,fromtrips,0.8
Dearborn St & Adams St,22,totrips,0.6
Dearborn St & Adams St,23,fromtrips,0.5
Dearborn St & Adams St,23,totrips,0.4
Dearborn St & Monroe St,0,fromtrips,0.2
